Tipo contaminante,Comuna,Ciudad,Tipo de emision,Año,Tipo vehículo,emicom_cantprom_anual
MP10,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,43159"
"MP2,5",Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Comercial,"0,00633"
"MP2,5",Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00977"
"MP2,5",Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,00702"
Material particulado,Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Comercial,"0,01615"
Material particulado,Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,02328"
Material particulado,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,43159"
Dióxido de azufre (SO2),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,0071"
Monóxido de carbono,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"1,91861"
Dióxido de carbono (CO2),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"178,44079"
Metano (CH4),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,00927"
Compuestos Orgánicos Volátiles,Coronel,Gran Concepción,Evaporativas durante el Recorrido,2020,Vehiculo Comercial,"0,00489"
Compuestos Orgánicos Volátiles,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,36503"
Oxido Nitroso,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,01304"
Nitrógeno amoniacal (o NH3),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,02783"
NOx,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,59345"
MP10,Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Comercial,"0,00398"
MP10,Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00349"
MP10,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,06436"
"MP2,5",Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Comercial,"0,00158"
"MP2,5",Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00244"
"MP2,5",Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,05922"
Material particulado,Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Comercial,"0,00403"
Material particulado,Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00582"
Material particulado,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,06436"
Dióxido de azufre (SO2),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,00171"
Monóxido de carbono,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"15,62639"
Dióxido de carbono (CO2),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"971,33015"
Metano (CH4),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,00888"
Compuestos Orgánicos Volátiles,Coronel,Gran Concepción,Evaporativas durante el Recorrido,2020,Vehiculo Comercial,"0,02657"
Compuestos Orgánicos Volátiles,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,73898"
Oxido Nitroso,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,15701"
Nitrógeno amoniacal (o NH3),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,20738"
NOx,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"1,45729"
MP10,Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Comercial,"0,02162"
MP10,Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,01896"
MP10,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,1094"
"MP2,5",Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Comercial,"0,00859"
"MP2,5",Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,01327"
"MP2,5",Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,1094"
Material particulado,Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Comercial,"0,02192"
Material particulado,Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,0316"
Material particulado,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,1094"
Dióxido de azufre (SO2),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,00963"
Monóxido de carbono,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"3,3214"
Dióxido de carbono (CO2),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"386,02533"
Metano (CH4),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,00233"
Compuestos Orgánicos Volátiles,Coronel,Gran Concepción,Evaporativas durante el Recorrido,2020,Vehiculo Comercial,"0,01048"
Compuestos Orgánicos Volátiles,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,10504"
Oxido Nitroso,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,06198"
Nitrógeno amoniacal (o NH3),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,08186"
NOx,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,22387"
MP10,Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Comercial,"0,00853"
MP10,Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00748"
MP10,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,01483"
"MP2,5",Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Comercial,"0,00339"
"MP2,5",Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00523"
"MP2,5",Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,01483"
Material particulado,Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Comercial,"0,00865"
Material particulado,Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,01247"
Material particulado,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,01483"
Dióxido de azufre (SO2),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,0038"
Monóxido de carbono,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"1,97585"
Dióxido de carbono (CO2),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"233,41483"
Metano (CH4),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,00132"
Compuestos Orgánicos Volátiles,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,01813"
Oxido Nitroso,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,00256"
Nitrógeno amoniacal (o NH3),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,00486"
NOx,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,04279"
MP10,Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Comercial,"0,00907"
MP10,Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00795"
MP10,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,00159"
"MP2,5",Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Comercial,"0,0036"
"MP2,5",Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00556"
"MP2,5",Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,00159"
Material particulado,Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Comercial,"0,00919"
Material particulado,Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,01325"
Material particulado,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,00159"
Dióxido de azufre (SO2),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,00222"
Monóxido de carbono,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"67,81314"
Dióxido de carbono (CO2),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"741,94928"
Metano (CH4),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,40262"
Compuestos Orgánicos Volátiles,Coronel,Gran Concepción,Evaporativas durante el Recorrido,2020,Vehiculo Comercial,"0,27568"
Compuestos Orgánicos Volátiles,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"6,2967"
Oxido Nitroso,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,01844"
Nitrógeno amoniacal (o NH3),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,00614"
NOx,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"8,34297"
MP10,Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Comercial,"0,02243"
MP10,Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,01967"
MP10,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,86381"
"MP2,5",Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Comercial,"0,00891"
"MP2,5",Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,01376"
"MP2,5",Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,79257"
Material particulado,Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Comercial,"0,02274"
Material particulado,Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,03278"
Material particulado,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,89053"
Dióxido de azufre (SO2),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,00978"
Monóxido de carbono,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,00101"
Dióxido de carbono (CO2),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"64,08784"
Compuestos Orgánicos Volátiles,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,00026"
NOx,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Comercial,"0,00585"
MP10,Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Comercial,"0,00626"
MP10,Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00548"
"MP2,5",Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Comercial,"0,00248"
"MP2,5",Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00384"
Material particulado,Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Comercial,"0,00634"
Material particulado,Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Comercial,"0,00914"
Monóxido de carbono,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,04054"
Dióxido de carbono (CO2),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"15,23842"
Metano (CH4),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00099"
Compuestos Orgánicos Volátiles,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00524"
Oxido Nitroso,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00244"
Nitrógeno amoniacal (o NH3),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00009"
NOx,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,06482"
MP10,Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Liviano,"0,00066"
MP10,Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00057"
MP10,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00607"
"MP2,5",Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Liviano,"0,00026"
"MP2,5",Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,0004"
"MP2,5",Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00607"
Material particulado,Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Liviano,"0,00066"
Material particulado,Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00096"
Material particulado,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00607"
Dióxido de azufre (SO2),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00015"
Monóxido de carbono,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00627"
Dióxido de carbono (CO2),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"9,52485"
Metano (CH4),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00016"
Compuestos Orgánicos Volátiles,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,0012"
Oxido Nitroso,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00152"
Nitrógeno amoniacal (o NH3),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00005"
NOx,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,04466"
MP10,Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Liviano,"0,00041"
MP10,Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00036"
MP10,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00185"
"MP2,5",Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Liviano,"0,00016"
"MP2,5",Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00025"
"MP2,5",Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00185"
Material particulado,Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Liviano,"0,00041"
Material particulado,Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,0006"
Material particulado,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00185"
Dióxido de azufre (SO2),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00009"
Monóxido de carbono,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00613"
Dióxido de carbono (CO2),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"9,52802"
Metano (CH4),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00006"
Compuestos Orgánicos Volátiles,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00045"
Oxido Nitroso,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00152"
Nitrógeno amoniacal (o NH3),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00005"
NOx,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,03352"
MP10,Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Liviano,"0,00041"
MP10,Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00036"
MP10,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,0017"
"MP2,5",Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Liviano,"0,00016"
"MP2,5",Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00025"
"MP2,5",Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,0017"
Material particulado,Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Liviano,"0,00041"
Material particulado,Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,0006"
Material particulado,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,0017"
Dióxido de azufre (SO2),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00009"
Monóxido de carbono,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,10549"
Dióxido de carbono (CO2),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"163,98383"
Metano (CH4),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00107"
Compuestos Orgánicos Volátiles,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00786"
Oxido Nitroso,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,02627"
Nitrógeno amoniacal (o NH3),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00097"
NOx,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,41511"
MP10,Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Liviano,"0,0071"
MP10,Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00622"
MP10,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00146"
"MP2,5",Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Liviano,"0,00282"
"MP2,5",Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00435"
"MP2,5",Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00146"
Material particulado,Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Liviano,"0,0072"
Material particulado,Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,01037"
Material particulado,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00146"
Dióxido de azufre (SO2),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00162"
Monóxido de carbono,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,0706"
Dióxido de carbono (CO2),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"210,64555"
Metano (CH4),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00137"
Compuestos Orgánicos Volátiles,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,01012"
Oxido Nitroso,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,01124"
Nitrógeno amoniacal (o NH3),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00237"
NOx,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,23733"
MP10,Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Liviano,"0,00911"
MP10,Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00799"
MP10,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00188"
"MP2,5",Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Liviano,"0,00362"
"MP2,5",Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00559"
"MP2,5",Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00188"
Material particulado,Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Liviano,"0,00924"
Material particulado,Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,01332"
Material particulado,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00245"
Dióxido de azufre (SO2),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00201"
Monóxido de carbono,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,01668"
Dióxido de carbono (CO2),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"4,35589"
Metano (CH4),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00063"
Compuestos Orgánicos Volátiles,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00432"
Oxido Nitroso,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00038"
Nitrógeno amoniacal (o NH3),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00002"
NOx,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,01257"
MP10,Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Liviano,"0,00016"
MP10,Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00014"
MP10,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00493"
"MP2,5",Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Liviano,"0,00006"
"MP2,5",Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,0001"
"MP2,5",Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00454"
Material particulado,Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Liviano,"0,00016"
Material particulado,Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00024"
Material particulado,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00493"
Dióxido de azufre (SO2),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00005"
Monóxido de carbono,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,78789"
Dióxido de carbono (CO2),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"94,40507"
Metano (CH4),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00941"
Compuestos Orgánicos Volátiles,Coronel,Gran Concepción,Evaporativas durante el Recorrido,2020,Vehiculo Liviano,"0,00324"
Compuestos Orgánicos Volátiles,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,07772"
Oxido Nitroso,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,01918"
Nitrógeno amoniacal (o NH3),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,02534"
NOx,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,11436"
MP10,Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Liviano,"0,00264"
MP10,Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00231"
MP10,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00116"
"MP2,5",Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Liviano,"0,00104"
"MP2,5",Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00162"
"MP2,5",Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00116"
Material particulado,Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Liviano,"0,00267"
Material particulado,Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00386"
Material particulado,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00116"
Dióxido de azufre (SO2),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00088"
Monóxido de carbono,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,11564"
Dióxido de carbono (CO2),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"49,8745"
Metano (CH4),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00071"
Compuestos Orgánicos Volátiles,Coronel,Gran Concepción,Evaporativas durante el Recorrido,2020,Vehiculo Liviano,"0,00213"
Compuestos Orgánicos Volátiles,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00446"
Oxido Nitroso,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,01259"
Nitrógeno amoniacal (o NH3),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,01663"
NOx,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,01764"
MP10,Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Liviano,"0,00173"
MP10,Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00152"
MP10,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,0003"
"MP2,5",Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Liviano,"0,00068"
"MP2,5",Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00106"
"MP2,5",Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,0003"
Material particulado,Coronel,Gran Concepción,Desgaste de frenos,2020,Vehiculo Liviano,"0,00175"
Material particulado,Coronel,Gran Concepción,Desgaste de neumáticos,2020,Vehiculo Liviano,"0,00253"
Material particulado,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,0003"
Dióxido de azufre (SO2),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,00058"
Monóxido de carbono,Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"0,04859"
Dióxido de carbono (CO2),Coronel,Gran Concepción,Tubo de Escape Vehiculos,2020,Vehiculo Liviano,"48,30559"
